fid,content,clearcontent,lei
8753,#今日贴纸打卡# #萌萌颜表情# #生活如诗#   容颜易老，本性难移。 #生活正能量打卡# #MerryChristmas# #岁月如歌# #微博摄影大赛#   @触动心弦的瞬间   北京·广源大厦  ???,        容颜易老，本性难移。                 ,0
489,#薛之谦# #盛世独秀薛之谦# #明日之子#   调皮的哥哥～好可爱～（请忽略我不知道在干嘛的手[允悲]）  北京·小海子影视园   望着窗子发呆biu的微博视频  ???,        调皮的哥哥～好可爱～（请忽略我不知道在干嘛的手 ）       ,0
8259,@一直播   @微博直播   我的早上[微笑][微笑][微笑]  北京·梨园  ???,        我的早上       ,0
2566,#YSL花火#   @张皓宸   我与世界只差一个你  哈尔滨·黑龙江大学  ???,        我与世界只差一个你  哈尔滨·黑龙江大学  ,0
6876,#许龄月#   @许龄月Amelie   想对你说一声午安！阳光明媚绿草如茵，小桥流水如此风景，想与你一起分享  北京·清华大学图书馆（逸夫馆）  ???,        想对你说一声午安！阳光明媚绿草如茵，小桥流水如此风景，想与你一起分享  （逸夫馆）  ,0
7207,#吴亦凡#  [太开心] #热搜疯狂打call#  小号升级，一起来尬聊啊  北京·人民大学  ???,        小号升级，一起来尬聊啊    ,0
1722,#张艺兴# #张艺兴1007生日快乐# #张艺兴sheep#   兴哥，生日快乐，我在Beijing，约一下吗[哈哈][哈哈] @努力努力再努力x   北京  ???,        兴哥，生日快乐，我在Beijing，约一下吗       北京  ,0
1719,#567GO# #健身教练资格证# #亚洲零基础健身教练培训#   又一期学员毕业啦…… 与老师和同学洒泪分别[流泪][流泪]  明天大家陆续走上各自工作岗位，历经艰苦换得我们要想的工作和生活，5个多月汗流浃背的坚持让们获得更好的自己，向勇敢的自己说声谢谢，恭喜大家成为一名全能健身教练员，祝愿大家工作顺利 ???? 全文,        又一期学员毕业啦…… 与老师和同学洒泪分别    明天大家陆续走上各自工作岗位，历经艰苦换得我们要想的工作和生活，5个多月汗流浃背的坚持让们获得更好的自己，向勇敢的自己说声谢谢，恭喜大家成为一名全能健身教练员，祝愿大家工作顺利 ? 全文,0
5634,#微博摄影大赛# #我的世界# #热门直播#   在《触手TV》直播俺们的工作小组成员要如此的有爱哟！请关注此?房间号:50490494在说一句那是会让妹子着迷！汉子嫉妒！ #声优#  小哥哥呦！ 十一月十一号光棍节直播送好礼。   观看直播蹭泡泡，进群晚上九点红包不停。 直播当天榜一送《绝地求生》游戏账号一个，外 ???? 全文,        在《触手TV》直播俺们的工作小组成员要如此的有爱哟！请关注此?房间号:50490494在说一句那是会让妹子着迷！汉子嫉妒！    小哥哥呦！ 十一月十一号光棍节直播送好礼。   观看直播蹭泡泡，进群晚上九点红包不停。 直播当天榜一送《绝地求生》游戏账号一个，外 ? 全文,0
2805,#能量注入黑科技# #塑形# #健身#   早安  北京·万寿路  ???,        早安    ,0
7803,#北京# #音乐现场# #live house#   这支来自新疆的SAMA乐队是由五名优秀且经验丰富的新疆籍乐手组成，长期在不同的酒吧演出，成员都拥有丰富的演出经历。他们做的是欢快的弗拉门戈音乐，不同的旋律、节奏，总能使人身心放松。SAMA来自于一种新疆的舞蹈，过去库尔邦节期间举行的游艺活动中跳撒玛舞，喀什噶 ???? 全文,        这支来自新疆的SAMA乐队是由五名优秀且经验丰富的新疆籍乐手组成，长期在不同的酒吧演出，成员都拥有丰富的演出经历。他们做的是欢快的弗拉门戈音乐，不同的旋律、节奏，总能使人身心放松。SAMA来自于一种新疆的舞蹈，过去库尔邦节期间举行的游艺活动中跳撒玛舞，喀什噶 ? 全文,0
7315,#大神P图#   @韩_柚子  （蜡笔小新：喜欢吃青椒嘛美女？）需要胡子时可以 @大神P图  [阴险]  北京·宇宙中心——五道口  ???,       （蜡笔小新：喜欢吃青椒嘛美女？）需要胡子时可以       ——五道口  ,0
7586,http://t.cn/zHmdoxA [星星][星星][星星][星星][星星]，期待下部  北京·秀园小区  ???,       ，期待下部    ,0
9878,#柚子跑步# #柚子骑行# #2017北京马拉松#  2017北京马拉松的赛前热身，大家一起来感受一下[赞][赞]  北京·毛主席纪念堂   海魂土匪连的微博视频  ???,       2017北京马拉松的赛前热身，大家一起来感受一下         ,0
6293,#旅行# #直播最大V# #V影响力峰会#  V影响力峰会，Let's party！  北京·国贸大厦  ???,       V影响力峰会，Let's party！    ,0
2659,#88天猫国际狂欢节# #剁手买买买# #北京#  百雀羚气韵焕白护肤品套装 官方旗舰店补水保湿爽肤水亮采乳液女【包邮】 【在售价】109.00元 【券后价】69.00元 【下单链接】 http://t.cn/R9jh87B   北京  ???,       百雀羚气韵焕白护肤品套装 官方旗舰店补水保湿爽肤水亮采乳液女   109.00元  69.00元       北京  ,0
4225,"@微博iPhone客户端   #iPhone客户端意见反馈#  版本7.9.4,iPhone9,2,OS11.1.2,网络WIFI 考虑兔旅途健健康康快快乐乐健健康康快快乐乐健健康康快快乐乐健健康康噜啦啦啦啦啦啦啦健健康康快快乐乐健健康康快快乐乐健健康康快快乐乐健健康康快快乐乐考虑兔兔兔健健康康快快乐乐健健康康快乐吐吐吐了健健康康 ???? 全文","       版本7.9.4,iPhone9,2,OS11.1.2,网络WIFI 考虑兔旅途健健康康快快乐乐健健康康快快乐乐健健康康快快乐乐健健康康噜啦啦啦啦啦啦啦健健康康快快乐乐健健康康快快乐乐健健康康快快乐乐健健康康快快乐乐考虑兔兔兔健健康康快快乐乐健健康康快乐吐吐吐了健健康康 ? 全文",0
8448,#窦骁# #粉丝嘉年华# #BAZAAR明星慈善夜#  报名等了四天最终还是没等到结果...本来周末把所有事情推掉就为参加你的粉丝嘉年华，28号生日，本来还期盼见到你，圆自己一个生日愿望，29岁前真的没有机会见你一面了么[可怜][伤心] @窦骁   @芭莎明星慈善夜   北京·国贸中心(建外街道)  ???,       报名等了四天最终还是没等到结果...本来周末把所有事情推掉就为参加你的粉丝嘉年华，28号生日，本来还期盼见到你，圆自己一个生日愿望，29岁前真的没有机会见你一面了么           (建外街道)  ,0
8240,#小户型装修# #装修风格# #北漂一居室#  本作品是双锦园装修设计案例，面积40平米。此案例的业主是两位是刚结婚的小两口，辛辛苦苦在北京买了这套房。希望房间实用整洁，功能合理，所以定位成干净的北欧风。本案的主题为朴实无华的家。以白颜色为主基调，来表达业主年轻、有活力的居住定位。 ???? 全文,       本作品是双锦园装修设计案例，面积40平米。此案例的业主是两位是刚结婚的小两口，辛辛苦苦在北京买了这套房。希望房间实用整洁，功能合理，所以定位成干净的北欧风。本案的主题为朴实无华的家。以白颜色为主基调，来表达业主年轻、有活力的居住定位。 ? 全文,0
9592,#李志跨年演唱会#   @南京李志  逼哥，逼哥，票已到手[鼓掌][鼓掌]相信未来，相信有票[馋嘴][馋嘴] @爱比杀人罪更重  哎呀，好激动[太开心]好开心[大笑]  北京  ???,       逼哥，逼哥，票已到手  相信未来，相信有票      哎呀，好激动 好开心   北京  ,0
4543,#无线鼠标# #9.9包邮# #北京#  伯诗乐笔记本台式电脑无线鼠标男生女生静音无声磨砂游戏鼠标无限【包邮】 【券后价】9.90元 【下单链接】 http://t.cn/R96zPPC   北京  ???,       伯诗乐笔记本台式电脑无线鼠标男生女生静音无声磨砂游戏鼠标无限   9.90元       北京  ,0
10355,#企鹅妈妈商业插画课#   @企鹅妈妈Alice  插画课已经结束了，首先必须要感谢Alice老师，一直很耐心的教我们画画～而且给我们传达了很多有益的思想～其次，感谢各位Alice老师与群里面的助教老师耐心解答我们的疑问～无论多早多晚多细小。然后，感谢一起上课的小伙伴的陪伴～最后，感谢自己的坚持，现在对于 ???? 全文,       插画课已经结束了，首先必须要感谢Alice老师，一直很耐心的教我们画画～而且给我们传达了很多有益的思想～其次，感谢各位Alice老师与群里面的助教老师耐心解答我们的疑问～无论多早多晚多细小。然后，感谢一起上课的小伙伴的陪伴～最后，感谢自己的坚持，现在对于 ? 全文,0
7581,#不可辜负的美食# #赵丽颖# #鹿晗#  吃货们，看到这个有没有一种冲动[色][色][色] @热门搞笑幽默视频集    @美食秘诀   @勋鹿时代   北京·玉泉慧谷园  ???,       吃货们，看到这个有没有一种冲动                   ,0
5440,@张杰   @angelababy  此刻，我想吟诗两句。二月二龙抬头，抢红包二块一[二哈][二哈][二哈]听起来根本不押韵[挖鼻]  北京  ???,       此刻，我想吟诗两句。二月二龙抬头，抢红包二块一   听起来根本不押韵   北京  ,0
9778,#赣青三下乡# #ncu学子的一天# #信工学院创响青春队#  低碳生活 @赣青团学 @团学时空   北京·理工科技大厦  ???,       低碳生活         ,0
7827,#赣青三下乡# #ncu学子的一天# #信工学院创响青春社会实践队#  地铁站，等待碰面中 @赣青学团    @团学时空   北京·北京西站  ???,       地铁站，等待碰面中            ,0
9731,【评书现场】 #曲艺# #每日艺术#  东城书馆开书！满坑满谷！[挤眼][挤眼][挤眼]  北京·安定门  ???,       东城书馆开书！满坑满谷！       ,0
8714,#赣青三下乡# #ncu学子的一天# #信工学院创响青春队#  丰盛的午饭 @赣青团学 @团学时空   北京·理工科技大厦  ???,       丰盛的午饭         ,0
9035,@-wxx1-   @颜大甩7  合照  北京·万柳商街  ???,       合照    ,0
2656,@孙燕姿   @孫燕姿SunYanzi  就是爱你[心]  北京·首都机场T3航站楼  ???,       就是爱你     ,0
9429,#明日之子# #盛世独秀薛之谦# #薛之谦#  就像你们说的我上辈子一定是拯救了银河到这么好的位置[心][心][心]好想一直这么看着你看着你一直看着你[心][心][心] 还有我一定是激动得疯了手机都不会用了[笑cry][笑cry][笑cry] 第一次和你这么近距离，那几眼我们应该对视了吧哈哈[可爱][可爱][可爱]还有今晚穿白 ???? 全文,       就像你们说的我上辈子一定是拯救了银河到这么好的位置   好想一直这么看着你看着你一直看着你    还有我一定是激动得疯了手机都不会用了    第一次和你这么近距离，那几眼我们应该对视了吧哈哈   还有今晚穿白 ? 全文,0
3922,#凯源# #王俊凯为爱而来# #王源sleep#  来北京啦！陪你云过生日[允悲][允悲][允悲]  #十七[音乐]#   北京·三里屯VILLAGE南区  ???,       来北京啦！陪你云过生日           ,0
491,#北京招聘# #兼职/全职# #学生兼职#  猫小屋，一家猫咪咖啡馆，招聘服务生啦，全职兼职均可，年纪20-30岁，男女不限，男生可以提供住宿女生给房补，要机灵做事麻利，当然会咖啡[咖啡]?和调酒[酒杯]就更好啦，应聘wechat13331121313  ???  北京·地安门  ???,       猫小屋，一家猫咪咖啡馆，招聘服务生啦，全职兼职均可，年纪20-30岁，男女不限，男生可以提供住宿女生给房补，要机灵做事麻利，当然会咖啡 ?和调酒 就更好啦，应聘wechat13331121313      ,0
7294,@龙伟-大众点评   @大众点评  您好，我是大众点评注册商户，于今年7月3日收到一条恶意差评，按照网站规定流程多次举报，最终得到举报失败的答复。我对该结果不能认可，我上传了多张聊天截图和消费凭证，正明该用户是我店消费会员，因为个人原因，上了十节课之后想退掉剩余课程，跟教练产生纠纷，恶意捏造 ???? 全文,       您好，我是大众点评注册商户，于今年7月3日收到一条恶意差评，按照网站规定流程多次举报，最终得到举报失败的答复。我对该结果不能认可，我上传了多张聊天截图和消费凭证，正明该用户是我店消费会员，因为个人原因，上了十节课之后想退掉剩余课程，跟教练产生纠纷，恶意捏造 ? 全文,0
7931,#日落东单#   @赵强Iso  强哥好帅[害羞][害羞]  北京·前门   秒拍视频  . ???,       强哥好帅        ,0
5699,#薛之谦我好像在哪见过你演唱会# [火焰][火焰][火焰]【五一福利来喽[色]】 扫码加微信，推荐五位好友备注微信名称，摇骰子领红包[下] 摇到6：给你1.68元红包  摇到5：给你1.28元红包  摇到4：给你0.88元红包  摇到3：给你0.68元红包  摇到2：给你0.28红包  摇到1：给你0.08元红包  要求：扫码加微信，推荐十位好友备注 ???? 全文,       扫码加微信，推荐五位好友备注微信名称，摇骰子领红包  摇到6：给你1.68元红包  摇到5：给你1.28元红包  摇到4：给你0.88元红包  摇到3：给你0.68元红包  摇到2：给你0.28红包  摇到1：给你0.08元红包  要求：扫码加微信，推荐十位好友备注 ? 全文,0
